expression,meaning,example,domain
evi*cow*lik,"triple synthesis: evidence, coward, and likely","evi*cow*lik = integrated thought combining evidence, coward, and likely",cognitive
evi*lov,blend of evidence and love,evi*lov = synthesis of evidence with love,cognitive
evi*lov*lik,"triple synthesis: evidence, love, and likely","evi*lov*lik = integrated thought combining evidence, love, and likely",cognitive
evi*hat,blend of evidence and hate,evi*hat = synthesis of evidence with hate,cognitive
evi*hat*lik,"triple synthesis: evidence, hate, and likely","evi*hat*lik = integrated thought combining evidence, hate, and likely",cognitive
evi*pri,blend of evidence and pride,evi*pri = synthesis of evidence with pride,cognitive
evi*pri*lik,"triple synthesis: evidence, pride, and likely","evi*pri*lik = integrated thought combining evidence, pride, and likely",cognitive
evi*sha,blend of evidence and shame,evi*sha = synthesis of evidence with shame,cognitive
evi*sha*lik,"triple synthesis: evidence, shame, and likely","evi*sha*lik = integrated thought combining evidence, shame, and likely",cognitive
evi*bor,blend of evidence and bored,evi*bor = synthesis of evidence with bored,cognitive
evi*bor*lik,"triple synthesis: evidence, bored, and likely","evi*bor*lik = integrated thought combining evidence, bored, and likely",cognitive
evi*exc,blend of evidence and excitement,evi*exc = synthesis of evidence with excitement,cognitive
evi*exc*lik,"triple synthesis: evidence, excitement, and likely","evi*exc*lik = integrated thought combining evidence, excitement, and likely",cognitive
evi*anx,blend of evidence and anxious,evi*anx = synthesis of evidence with anxious,cognitive
evi*anx*lik,"triple synthesis: evidence, anxious, and likely","evi*anx*lik = integrated thought combining evidence, anxious, and likely",cognitive
evi*cal,blend of evidence and calm,evi*cal = synthesis of evidence with calm,cognitive
evi*cal*lik,"triple synthesis: evidence, calm, and likely","evi*cal*lik = integrated thought combining evidence, calm, and likely",cognitive
evi*cur,blend of evidence and curious,evi*cur = synthesis of evidence with curious,cognitive
evi*cur*lik,"triple synthesis: evidence, curious, and likely","evi*cur*lik = integrated thought combining evidence, curious, and likely",cognitive
evi*cre,blend of evidence and creative,evi*cre = synthesis of evidence with creative,cognitive
evi*cre*lik,"triple synthesis: evidence, creative, and likely","evi*cre*lik = integrated thought combining evidence, creative, and likely",cognitive
evi*pra,blend of evidence and practical,evi*pra = synthesis of evidence with practical,cognitive
evi*pra*lik,"triple synthesis: evidence, practical, and likely","evi*pra*lik = integrated thought combining evidence, practical, and likely",cognitive
evi*log,blend of evidence and logical,evi*log = synthesis of evidence with logical,cognitive
evi*log*lik,"triple synthesis: evidence, logical, and likely","evi*log*lik = integrated thought combining evidence, logical, and likely",cognitive
evi*ilg,blend of evidence and illogical,evi*ilg = synthesis of evidence with illogical,cognitive
evi*ilg*lik,"triple synthesis: evidence, illogical, and likely","evi*ilg*lik = integrated thought combining evidence, illogical, and likely",cognitive
evi*val,blend of evidence and valid,evi*val = synthesis of evidence with valid,cognitive
evi*val*lik,"triple synthesis: evidence, valid, and likely","evi*val*lik = integrated thought combining evidence, valid, and likely",cognitive
evi*fal,blend of evidence and false,evi*fal = synthesis of evidence with false,cognitive
evi*fal*lik,"triple synthesis: evidence, false, and likely","evi*fal*lik = integrated thought combining evidence, false, and likely",cognitive
evi*tru,blend of evidence and true,evi*tru = synthesis of evidence with true,cognitive
evi*tru*lik,"triple synthesis: evidence, true, and likely","evi*tru*lik = integrated thought combining evidence, true, and likely",cognitive
evi*par,blend of evidence and paradoxical,evi*par = synthesis of evidence with paradoxical,cognitive
evi*par*lik,"triple synthesis: evidence, paradoxical, and likely","evi*par*lik = integrated thought combining evidence, paradoxical, and likely",cognitive
evi*jus,blend of evidence and justified,evi*jus = synthesis of evidence with justified,cognitive
evi*jus*lik,"triple synthesis: evidence, justified, and likely","evi*jus*lik = integrated thought combining evidence, justified, and likely",cognitive
evi*int,blend of evidence and intuition,evi*int = synthesis of evidence with intuition,cognitive
evi*int*lik,"triple synthesis: evidence, intuition, and likely","evi*int*lik = integrated thought combining evidence, intuition, and likely",cognitive
evi*aim,blend of evidence and aim,evi*aim = synthesis of evidence with aim,cognitive
evi*aim*lik,"triple synthesis: evidence, aim, and likely","evi*aim*lik = integrated thought combining evidence, aim, and likely",cognitive
evi*pur,blend of evidence and purpose,evi*pur = synthesis of evidence with purpose,cognitive
evi*pur*lik,"triple synthesis: evidence, purpose, and likely","evi*pur*lik = integrated thought combining evidence, purpose, and likely",cognitive
evi*puz,blend of evidence and puzzle,evi*puz = synthesis of evidence with puzzle,cognitive
evi*puz*lik,"triple synthesis: evidence, puzzle, and likely","evi*puz*lik = integrated thought combining evidence, puzzle, and likely",cognitive
evi*wis,blend of evidence and wise,evi*wis = synthesis of evidence with wise,cognitive
evi*wis*lik,"triple synthesis: evidence, wise, and likely","evi*wis*lik = integrated thought combining evidence, wise, and likely",cognitive
evi*ign,blend of evidence and ignorant,evi*ign = synthesis of evidence with ignorant,cognitive
evi*ign*lik,"triple synthesis: evidence, ignorant, and likely","evi*ign*lik = integrated thought combining evidence, ignorant, and likely",cognitive
bel*lik,blend of believing and likely,bel*lik = synthesis of believing with likely,cognitive
bel*lik*foc,"triple synthesis: believing, likely, and focus","bel*lik*foc = integrated thought combining believing, likely, and focus",cognitive
bel*foc,blend of believing and focus,bel*foc = synthesis of believing with focus,cognitive
bel*foc*foc,"triple synthesis: believing, focus, and focus","bel*foc*foc = integrated thought combining believing, focus, and focus",cognitive
bel*atn,blend of believing and attention,bel*atn = synthesis of believing with attention,cognitive
bel*atn*foc,"triple synthesis: believing, attention, and focus","bel*atn*foc = integrated thought combining believing, attention, and focus",cognitive
bel*con,blend of believing and concentrate,bel*con = synthesis of believing with concentrate,cognitive
bel*con*foc,"triple synthesis: believing, concentrate, and focus","bel*con*foc = integrated thought combining believing, concentrate, and focus",cognitive
bel*dis,blend of believing and distract,bel*dis = synthesis of believing with distract,cognitive
bel*dis*foc,"triple synthesis: believing, distract, and focus","bel*dis*foc = integrated thought combining believing, distract, and focus",cognitive
bel*obs,blend of believing and observe,bel*obs = synthesis of believing with observe,cognitive
bel*obs*foc,"triple synthesis: believing, observe, and focus","bel*obs*foc = integrated thought combining believing, observe, and focus",cognitive
bel*per,blend of believing and perceive,bel*per = synthesis of believing with perceive,cognitive
bel*per*foc,"triple synthesis: believing, perceive, and focus","bel*per*foc = integrated thought combining believing, perceive, and focus",cognitive
bel*abl,blend of believing and able,bel*abl = synthesis of believing with able,cognitive
bel*abl*foc,"triple synthesis: believing, able, and focus","bel*abl*foc = integrated thought combining believing, able, and focus",cognitive
bel*aud,blend of believing and hearing,bel*aud = synthesis of believing with hearing,cognitive
bel*aud*foc,"triple synthesis: believing, hearing, and focus","bel*aud*foc = integrated thought combining believing, hearing, and focus",cognitive
bel*see,blend of believing and seeing,bel*see = synthesis of believing with seeing,cognitive
bel*see*foc,"triple synthesis: believing, seeing, and focus","bel*see*foc = integrated thought combining believing, seeing, and focus",cognitive
bel*sme,blend of believing and smelling,bel*sme = synthesis of believing with smelling,cognitive
bel*sme*foc,"triple synthesis: believing, smelling, and focus","bel*sme*foc = integrated thought combining believing, smelling, and focus",cognitive
bel*cle,blend of believing and clear,bel*cle = synthesis of believing with clear,cognitive
bel*cle*foc,"triple synthesis: believing, clear, and focus","bel*cle*foc = integrated thought combining believing, clear, and focus",cognitive
bel*dar,blend of believing and dark,bel*dar = synthesis of believing with dark,cognitive
bel*dar*foc,"triple synthesis: believing, dark, and focus","bel*dar*foc = integrated thought combining believing, dark, and focus",cognitive
bel*luc,blend of believing and lucid,bel*luc = synthesis of believing with lucid,cognitive
bel*luc*foc,"triple synthesis: believing, lucid, and focus","bel*luc*foc = integrated thought combining believing, lucid, and focus",cognitive
bel*clo,blend of believing and cloudy,bel*clo = synthesis of believing with cloudy,cognitive
bel*clo*foc,"triple synthesis: believing, cloudy, and focus","bel*clo*foc = integrated thought combining believing, cloudy, and focus",cognitive
bel*ful,blend of believing and full,bel*ful = synthesis of believing with full,cognitive
bel*ful*foc,"triple synthesis: believing, full, and focus","bel*ful*foc = integrated thought combining believing, full, and focus",cognitive
bel*emp,blend of believing and empty,bel*emp = synthesis of believing with empty,cognitive
bel*emp*foc,"triple synthesis: believing, empty, and focus","bel*emp*foc = integrated thought combining believing, empty, and focus",cognitive
bel*abs,blend of believing and abstract,bel*abs = synthesis of believing with abstract,cognitive
bel*abs*foc,"triple synthesis: believing, abstract, and focus","bel*abs*foc = integrated thought combining believing, abstract, and focus",cognitive
bel*rem,blend of believing and remembering,bel*rem = synthesis of believing with remembering,cognitive
bel*rem*foc,"triple synthesis: believing, remembering, and focus","bel*rem*foc = integrated thought combining believing, remembering, and focus",cognitive
bel*ima,blend of believing and imagining,bel*ima = synthesis of believing with imagining,cognitive
bel*ima*foc,"triple synthesis: believing, imagining, and focus","bel*ima*foc = integrated thought combining believing, imagining, and focus",cognitive
bel*dre,blend of believing and dreaming,bel*dre = synthesis of believing with dreaming,cognitive
bel*dre*foc,"triple synthesis: believing, dreaming, and focus","bel*dre*foc = integrated thought combining believing, dreaming, and focus",cognitive
bel*for,blend of believing and forget,bel*for = synthesis of believing with forget,cognitive
bel*for*foc,"triple synthesis: believing, forget, and focus","bel*for*foc = integrated thought combining believing, forget, and focus",cognitive
