expression,meaning,example,domain
bee*bat*bag,beer ∧ bathroom ∧ bag,bee*bat*bag,ternary
bee*bat*boo,beer ∧ bathroom ∧ book,bee*bat*boo,ternary
bee*bat*bow,beer ∧ bathroom ∧ bowl,bee*bat*bow,ternary
bee*bat*box,beer ∧ bathroom ∧ box,bee*bat*box,ternary
bee*bed,beer ∧ bedroom,bee*bed,concrete-sensory
bee*bed*bag,beer ∧ bedroom ∧ bag,bee*bed*bag,ternary
bee*bed*boo,beer ∧ bedroom ∧ book,bee*bed*boo,ternary
bee*bed*bow,beer ∧ bedroom ∧ bowl,bee*bed*bow,ternary
bee*bed*box,beer ∧ bedroom ∧ box,bee*bed*box,ternary
bee*ben,beer ∧ bend,bee*ben,concrete-process
bee*bld,beer ∧ build,bee*bld,concrete-process
bee*ble,beer ∧ blessing,bee*ble,concrete-ethics
bee*bng,beer ∧ bring,bee*bng,concrete-process
bee*bnk,beer ∧ bank,bee*bnk,concrete-sensory
bee*bnk*bag,beer ∧ bank ∧ bag,bee*bnk*bag,ternary
bee*bnk*boo,beer ∧ bank ∧ book,bee*bnk*boo,ternary
bee*bnk*bow,beer ∧ bank ∧ bowl,bee*bnk*bow,ternary
bee*bnk*box,beer ∧ bank ∧ box,bee*bnk*box,ternary
bee*bod,beer ∧ awakening,bee*bod,concrete-ethics
bee*boo,beer ∧ book,bee*boo,concrete-motion
bee*bow,beer ∧ bowl,bee*bow,concrete-motion
bee*box,beer ∧ box,bee*box,concrete-motion
bee*brk,beer ∧ break,bee*brk,concrete-process
bee*cas,beer ∧ castle,bee*cas,concrete-sensory
bee*cei,beer ∧ ceiling,bee*cei,concrete-sensory
bee*clm,beer ∧ climb,bee*clm,concrete-process
bee*cup,beer ∧ cup,bee*cup,concrete-motion
bee*der,beer ∧ virtue,bee*der,concrete-ethics
bee*ham,beer ∧ hammer,bee*ham,concrete-motion
bef*abd,before ∧ abduct,bef*abd,temporal-cognitive
bef*abd*ack,before ∧ abduct ∧ acknowledge,bef*abd*ack,ternary
bef*abd*act,before ∧ abduct ∧ action,bef*abd*act,ternary
bef*abd*ada,before ∧ abduct ∧ adapt,bef*abd*ada,ternary
bef*abd*agg,before ∧ abduct ∧ aggregate,bef*abd*agg,ternary
bef*abl,before ∧ able,bef*abl,temporal-cognitive
bef*abl*ack,before ∧ able ∧ acknowledge,bef*abl*ack,ternary
bef*abl*act,before ∧ able ∧ action,bef*abl*act,ternary
bef*abl*ada,before ∧ able ∧ adapt,bef*abl*ada,ternary
bef*abl*agg,before ∧ able ∧ aggregate,bef*abl*agg,ternary
bef*abs,before ∧ abstract,bef*abs,temporal-cognitive
bef*abs*ack,before ∧ abstract ∧ acknowledge,bef*abs*ack,ternary
bef*abs*act,before ∧ abstract ∧ action,bef*abs*act,ternary
bef*abs*ada,before ∧ abstract ∧ adapt,bef*abs*ada,ternary
bef*abs*agg,before ∧ abstract ∧ aggregate,bef*abs*agg,ternary
bef*ack,before ∧ acknowledge,bef*ack,temporal-agent
bef*act,before ∧ action,bef*act,temporal-agent
bef*ada,before ∧ adapt,bef*ada,temporal-agent
bef*age,before ∧ agent,bef*age,temporal-abstract
bef*agg,before ∧ aggregate,bef*agg,temporal-agent
bef*agr,before ∧ agreeing,bef*agr,temporal-communication
bef*agt,before ∧ agent,bef*agt,temporal-agent
bef*ahi,before ∧ ahimsa,bef*ahi,temporal-ethics
bef*aim,before ∧ aim,bef*aim,temporal-cognitive
bef*aim*ack,before ∧ aim ∧ acknowledge,bef*aim*ack,ternary
bef*aim*act,before ∧ aim ∧ action,bef*aim*act,ternary
bef*aim*ada,before ∧ aim ∧ adapt,bef*aim*ada,ternary
bef*aim*agg,before ∧ aim ∧ aggregate,bef*aim*agg,ternary
bef*ale,before ∧ aleatoric uncertainty (inherently random),bef*ale,temporal-agent
bef*all,before ∧ all,bef*all,temporal-abstract
bef*alp,before ∧ alpha,bef*alp,temporal-abstract
bef*alt,before ∧ alternatively,bef*alt,temporal-abstract
bef*amb,before ∧ many meanings,bef*amb,temporal-abstract
bef*anc,before ∧ ancient,bef*anc,temporal-abstract
bef*ang,before ∧ anger,bef*ang,temporal-cognitive
bef*ani,before ∧ animal,bef*ani,temporal-living
bef*ans,before ∧ answer,bef*ans,temporal-communication
bef*ant,before ∧ ant,bef*ant,temporal-living
bef*anx,before ∧ anxious,bef*anx,temporal-cognitive
bef*api,before ∧ interface,bef*api,temporal-technical
bef*apl,before ∧ apple,bef*apl,temporal-concrete
bef*app,before ∧ application,bef*app,temporal-technical
bef*apt,before ∧ apartment,bef*apt,temporal-sensory
bef*aret,before ∧ arete,bef*aret,temporal-ethics
bef*arg,before ∧ arguing,bef*arg,temporal-communication
bef*ask,before ∧ asking,bef*ask,temporal-communication
bef*async,before ∧ not synchronized concurrent,bef*async,temporal-technical
bef*avi,before ∧ bird,bef*avi,temporal-living
bef*avo,before ∧ avoid,bef*avo,temporal-process
bef*await,before ∧ wait for completion,bef*await,temporal-technical
bef*bag,before ∧ bag,bef*bag,temporal-motion
bef*bak,before ∧ backup,bef*bak,temporal-technical
bef*ban,before ∧ banana,bef*ban,temporal-concrete
bef*bar,before ∧ baraka,bef*bar,temporal-ethics
bef*bat,before ∧ bathroom,bef*bat,temporal-sensory
bef*bed,before ∧ bedroom,bef*bed,temporal-sensory
bef*bee,before ∧ beer,bef*bee,temporal-concrete
bef*beff,before ∧ beef,bef*beff,temporal-concrete
bef*ben,before ∧ bend,bef*ben,temporal-process
bef*ber,before ∧ berry,bef*ber,temporal-living
bef*bit,before ∧ bitter,bef*bit,temporal-concrete
bef*bld,before ∧ build,bef*bld,temporal-process
bef*ble,before ∧ blessing,bef*ble,temporal-ethics
bef*blo,before ∧ blood,bef*blo,temporal-living
bef*bng,before ∧ bring,bef*bng,temporal-process
bef*bnk,before ∧ bank,bef*bnk,temporal-sensory
bef*bod,before ∧ awakening,bef*bod,temporal-ethics
bef*boi,before ∧ boil,bef*boi,temporal-concrete
bef*bon,before ∧ bone,bef*bon,temporal-living
bef*boo,before ∧ book,bef*boo,temporal-motion
bef*bot,before ∧ automated agent,bef*bot,temporal-technical
bef*bow,before ∧ bowl,bef*bow,temporal-motion
bef*box,before ∧ box,bef*box,temporal-motion
bef*brk,before ∧ break,bef*brk,temporal-process
bef*cas,before ∧ castle,bef*cas,temporal-sensory
bef*cei,before ∧ ceiling,bef*cei,temporal-sensory
bef*cer,before ∧ ceremony,bef*cer,temporal-social
bef*chi,before ∧ child,bef*chi,temporal-social
bef*cle,before ∧ clear,bef*cle,temporal-communication
bef*clm,before ∧ climb,bef*clm,temporal-process
bef*cri,before ∧ criticize,bef*cri,temporal-communication
bef*cru,before ∧ cruel,bef*cru,temporal-social
bef*cul,before ∧ culture,bef*cul,temporal-social
bef*cup,before ∧ cup,bef*cup,temporal-motion
bef*cus,before ∧ custom,bef*cus,temporal-social
bef*der,before ∧ virtue,bef*der,temporal-ethics
bef*dur,time blend: before + duration,bef*dur,time_internal
bef*dut,before ∧ duty,bef*dut,temporal-social
bef*eve,time blend: before + every,bef*eve,time_internal
bef*ham,before ∧ hammer,bef*ham,temporal-motion
bef*mon,time blend: before + monsoon,bef*mon,time_internal
bef*mor,time blend: before + more,bef*mor,time_internal
bef*nit,time blend: before + nitrogen,bef*nit,time_internal
beff*ahi,beef ∧ ahimsa,beff*ahi,concrete-ethics
beff*apt,beef ∧ apartment,beff*apt,concrete-sensory
beff*apt*bag,beef ∧ apartment ∧ bag,beff*apt*bag,ternary
beff*apt*boo,beef ∧ apartment ∧ book,beff*apt*boo,ternary
beff*apt*bow,beef ∧ apartment ∧ bowl,beff*apt*bow,ternary
beff*apt*box,beef ∧ apartment ∧ box,beff*apt*box,ternary
beff*aret,beef ∧ arete,beff*aret,concrete-ethics
beff*avo,beef ∧ avoid,beff*avo,concrete-process
beff*bag,beef ∧ bag,beff*bag,concrete-motion
beff*bar,beef ∧ baraka,beff*bar,concrete-ethics
beff*bat,beef ∧ bathroom,beff*bat,concrete-sensory
beff*bat*bag,beef ∧ bathroom ∧ bag,beff*bat*bag,ternary
beff*bat*boo,beef ∧ bathroom ∧ book,beff*bat*boo,ternary
beff*bat*bow,beef ∧ bathroom ∧ bowl,beff*bat*bow,ternary
beff*bat*box,beef ∧ bathroom ∧ box,beff*bat*box,ternary
beff*bed,beef ∧ bedroom,beff*bed,concrete-sensory
beff*bed*bag,beef ∧ bedroom ∧ bag,beff*bed*bag,ternary
beff*bed*boo,beef ∧ bedroom ∧ book,beff*bed*boo,ternary
beff*bed*bow,beef ∧ bedroom ∧ bowl,beff*bed*bow,ternary
beff*bed*box,beef ∧ bedroom ∧ box,beff*bed*box,ternary
beff*ben,beef ∧ bend,beff*ben,concrete-process
beff*bld,beef ∧ build,beff*bld,concrete-process
beff*ble,beef ∧ blessing,beff*ble,concrete-ethics
beff*bng,beef ∧ bring,beff*bng,concrete-process
beff*bnk,beef ∧ bank,beff*bnk,concrete-sensory
beff*bnk*bag,beef ∧ bank ∧ bag,beff*bnk*bag,ternary
beff*bnk*boo,beef ∧ bank ∧ book,beff*bnk*boo,ternary
beff*bnk*bow,beef ∧ bank ∧ bowl,beff*bnk*bow,ternary
beff*bnk*box,beef ∧ bank ∧ box,beff*bnk*box,ternary
beff*bod,beef ∧ awakening,beff*bod,concrete-ethics
beff*boo,beef ∧ book,beff*boo,concrete-motion
beff*bow,beef ∧ bowl,beff*bow,concrete-motion
beff*box,beef ∧ box,beff*box,concrete-motion
beff*brk,beef ∧ break,beff*brk,concrete-process
beff*cas,beef ∧ castle,beff*cas,concrete-sensory
beff*cei,beef ∧ ceiling,beff*cei,concrete-sensory
beff*clm,beef ∧ climb,beff*clm,concrete-process
beff*cup,beef ∧ cup,beff*cup,concrete-motion
beff*der,beef ∧ virtue,beff*der,concrete-ethics
beff*ham,beef ∧ hammer,beff*ham,concrete-motion
beg*abd,beginning ∧ abduct,beg*abd,temporal-cognitive
beg*abl,beginning ∧ able,beg*abl,temporal-cognitive
beg*abs,beginning ∧ abstract,beg*abs,temporal-cognitive
beg*ack,beginning ∧ acknowledge,beg*ack,temporal-agent
beg*act,beginning ∧ action,beg*act,temporal-agent
beg*ada,beginning ∧ adapt,beg*ada,temporal-agent
beg*age,beginning ∧ agent,beg*age,temporal-abstract
beg*agg,beginning ∧ aggregate,beg*agg,temporal-agent
beg*agr,beginning ∧ agreeing,beg*agr,temporal-communication
beg*agt,beginning ∧ agent,beg*agt,temporal-agent
beg*ahi,beginning ∧ ahimsa,beg*ahi,temporal-ethics
beg*aim,beginning ∧ aim,beg*aim,temporal-cognitive
beg*ale,beginning ∧ aleatoric uncertainty (inherently random),beg*ale,temporal-agent
beg*all,beginning ∧ all,beg*all,temporal-abstract
beg*alp,beginning ∧ alpha,beg*alp,temporal-abstract
beg*alt,beginning ∧ alternatively,beg*alt,temporal-abstract
beg*amb,beginning ∧ many meanings,beg*amb,temporal-abstract
beg*anc,beginning ∧ ancient,beg*anc,temporal-abstract
beg*ang,beginning ∧ anger,beg*ang,temporal-cognitive
beg*ani,beginning ∧ animal,beg*ani,temporal-living
beg*ans,beginning ∧ answer,beg*ans,temporal-communication
beg*ant,beginning ∧ ant,beg*ant,temporal-living
beg*anx,beginning ∧ anxious,beg*anx,temporal-cognitive
beg*api,beginning ∧ interface,beg*api,temporal-technical
beg*apl,beginning ∧ apple,beg*apl,temporal-concrete
beg*app,beginning ∧ application,beg*app,temporal-technical
beg*apt,beginning ∧ apartment,beg*apt,temporal-sensory
beg*aret,beginning ∧ arete,beg*aret,temporal-ethics
beg*arg,beginning ∧ arguing,beg*arg,temporal-communication
beg*ask,beginning ∧ asking,beg*ask,temporal-communication
beg*async,beginning ∧ not synchronized concurrent,beg*async,temporal-technical
beg*avi,beginning ∧ bird,beg*avi,temporal-living
beg*avo,beginning ∧ avoid,beg*avo,temporal-process
beg*await,beginning ∧ wait for completion,beg*await,temporal-technical
beg*bag,beginning ∧ bag,beg*bag,temporal-motion
beg*bak,beginning ∧ backup,beg*bak,temporal-technical
beg*ban,beginning ∧ banana,beg*ban,temporal-concrete
beg*bar,beginning ∧ baraka,beg*bar,temporal-ethics
beg*bat,beginning ∧ bathroom,beg*bat,temporal-sensory
beg*bed,beginning ∧ bedroom,beg*bed,temporal-sensory
beg*bee,beginning ∧ beer,beg*bee,temporal-concrete
beg*beff,beginning ∧ beef,beg*beff,temporal-concrete
beg*ben,beginning ∧ bend,beg*ben,temporal-process
beg*ber,beginning ∧ berry,beg*ber,temporal-living
beg*bit,beginning ∧ bitter,beg*bit,temporal-concrete
beg*bld,beginning ∧ build,beg*bld,temporal-process
beg*ble,beginning ∧ blessing,beg*ble,temporal-ethics
beg*blo,beginning ∧ blood,beg*blo,temporal-living
beg*bng,beginning ∧ bring,beg*bng,temporal-process
beg*bnk,beginning ∧ bank,beg*bnk,temporal-sensory
beg*bod,beginning ∧ awakening,beg*bod,temporal-ethics
beg*boi,beginning ∧ boil,beg*boi,temporal-concrete
beg*bon,beginning ∧ bone,beg*bon,temporal-living
beg*boo,beginning ∧ book,beg*boo,temporal-motion
beg*bot,beginning ∧ automated agent,beg*bot,temporal-technical
beg*bow,beginning ∧ bowl,beg*bow,temporal-motion
beg*box,beginning ∧ box,beg*box,temporal-motion
beg*brk,beginning ∧ break,beg*brk,temporal-process
beg*cas,beginning ∧ castle,beg*cas,temporal-sensory
beg*cei,beginning ∧ ceiling,beg*cei,temporal-sensory
beg*cer,beginning ∧ ceremony,beg*cer,temporal-social
beg*chi,beginning ∧ child,beg*chi,temporal-social
beg*cle,beginning ∧ clear,beg*cle,temporal-communication
beg*clm,beginning ∧ climb,beg*clm,temporal-process
beg*cri,beginning ∧ criticize,beg*cri,temporal-communication
beg*cru,beginning ∧ cruel,beg*cru,temporal-social
beg*cul,beginning ∧ culture,beg*cul,temporal-social
beg*cup,beginning ∧ cup,beg*cup,temporal-motion
beg*cus,beginning ∧ custom,beg*cus,temporal-social
beg*der,beginning ∧ virtue,beg*der,temporal-ethics
beg*dut,beginning ∧ duty,beg*dut,temporal-social
beg*fin,balanced tension: beginning ↔ finger,beg*fin,tension
beg*ham,beginning ∧ hammer,beg*ham,temporal-motion
beg*if,process-state: beginning creating condition,beg*if,process_state
beg*iff,process-state: beginning creating if-then,beg*iff,process_state
beg*ity,process-state: beginning creating quality,beg*ity,process_state
beg*opn,process-state: beginning creating open,beg*opn,process_state
beg*pha,process-state: beginning creating phase,beg*pha,process_state
beg*phs,process-state: beginning creating phase,beg*phs,process_state
beg*pok,process-state: beginning creating poke,beg*pok,process_state
beg*whn,process-state: beginning creating when,beg*whn,process_state
beg*wou,process-state: beginning creating would,beg*wou,process_state
bel*bac,space blend: below + backward,bel*bac,space_internal
bel*bot,space blend: below + automated agent,bel*bot,space_internal
bel*cen,space blend: below + center,bel*cen,space_internal
bel*edg,space blend: below + edge,bel*edg,space_internal
bel*far,space blend: below + far,bel*far,space_internal
bel*for,space blend: below + forward,bel*for,space_internal
bel*lft,space blend: below + lift,bel*lft,space_internal
bel*nea,space blend: below + near,bel*nea,space_internal
bel*top,space blend: below + top,bel*top,space_internal
ben*ahi,bend ∧ ahimsa,ben*ahi,process-ethics
ben*aret,bend ∧ arete,ben*aret,process-ethics
ben*bar,bend ∧ baraka,ben*bar,process-ethics
ben*ble,bend ∧ blessing,ben*ble,process-ethics
ben*bod,bend ∧ awakening,ben*bod,process-ethics
ben*der,bend ∧ virtue,ben*der,process-ethics
ber*abd,berry ∧ abduct,ber*abd,living-cognitive
ber*abl,berry ∧ able,ber*abl,living-cognitive
ber*abs,berry ∧ abstract,ber*abs,living-cognitive
ber*ack,berry ∧ acknowledge,ber*ack,living-agent
ber*act,berry ∧ action,ber*act,living-agent
ber*ada,berry ∧ adapt,ber*ada,living-agent
ber*age,berry ∧ agent,ber*age,living-abstract
ber*age*ack,berry ∧ agent ∧ acknowledge,ber*age*ack,ternary
ber*age*act,berry ∧ agent ∧ action,ber*age*act,ternary
ber*age*ada,berry ∧ agent ∧ adapt,ber*age*ada,ternary
ber*age*agg,berry ∧ agent ∧ aggregate,ber*age*agg,ternary
ber*agg,berry ∧ aggregate,ber*agg,living-agent
ber*agr,berry ∧ agreeing,ber*agr,living-communication
ber*agt,berry ∧ agent,ber*agt,living-agent
ber*ahi,berry ∧ ahimsa,ber*ahi,living-ethics
ber*aim,berry ∧ aim,ber*aim,living-cognitive
ber*ale,berry ∧ aleatoric uncertainty (inherently random),ber*ale,living-agent
ber*all,berry ∧ all,ber*all,living-abstract
ber*all*ack,berry ∧ all ∧ acknowledge,ber*all*ack,ternary
ber*all*act,berry ∧ all ∧ action,ber*all*act,ternary
ber*all*ada,berry ∧ all ∧ adapt,ber*all*ada,ternary
ber*all*agg,berry ∧ all ∧ aggregate,ber*all*agg,ternary
ber*alp,berry ∧ alpha,ber*alp,living-abstract
ber*alp*ack,berry ∧ alpha ∧ acknowledge,ber*alp*ack,ternary
ber*alp*act,berry ∧ alpha ∧ action,ber*alp*act,ternary
ber*alp*ada,berry ∧ alpha ∧ adapt,ber*alp*ada,ternary
ber*alp*agg,berry ∧ alpha ∧ aggregate,ber*alp*agg,ternary
ber*alt,berry ∧ alternatively,ber*alt,living-abstract
ber*alt*ack,berry ∧ alternatively ∧ acknowledge,ber*alt*ack,ternary
ber*alt*act,berry ∧ alternatively ∧ action,ber*alt*act,ternary
ber*alt*ada,berry ∧ alternatively ∧ adapt,ber*alt*ada,ternary
ber*alt*agg,berry ∧ alternatively ∧ aggregate,ber*alt*agg,ternary
ber*amb,berry ∧ many meanings,ber*amb,living-abstract
ber*anc,berry ∧ ancient,ber*anc,living-abstract
ber*ang,berry ∧ anger,ber*ang,living-cognitive
ber*ans,berry ∧ answer,ber*ans,living-communication
ber*anx,berry ∧ anxious,ber*anx,living-cognitive
ber*api,berry ∧ interface,ber*api,living-technical
ber*apl,berry ∧ apple,ber*apl,living-concrete
ber*app,berry ∧ application,ber*app,living-technical
ber*apt,berry ∧ apartment,ber*apt,living-sensory
ber*aret,berry ∧ arete,ber*aret,living-ethics
ber*arg,berry ∧ arguing,ber*arg,living-communication
ber*ask,berry ∧ asking,ber*ask,living-communication
ber*async,berry ∧ not synchronized concurrent,ber*async,living-technical
ber*avo,berry ∧ avoid,ber*avo,living-process
ber*await,berry ∧ wait for completion,ber*await,living-technical
ber*bag,berry ∧ bag,ber*bag,living-motion
ber*bak,berry ∧ backup,ber*bak,living-technical
ber*ban,berry ∧ banana,ber*ban,living-concrete
ber*bar,berry ∧ baraka,ber*bar,living-ethics
ber*bat,berry ∧ bathroom,ber*bat,living-sensory
ber*bed,berry ∧ bedroom,ber*bed,living-sensory
ber*bee,berry ∧ beer,ber*bee,living-concrete
ber*beff,berry ∧ beef,ber*beff,living-concrete
ber*ben,berry ∧ bend,ber*ben,living-process
ber*bit,berry ∧ bitter,ber*bit,living-concrete
ber*bld,berry ∧ build,ber*bld,living-process
ber*ble,berry ∧ blessing,ber*ble,living-ethics
ber*bng,berry ∧ bring,ber*bng,living-process
ber*bnk,berry ∧ bank,ber*bnk,living-sensory
ber*bod,berry ∧ awakening,ber*bod,living-ethics
ber*boi,berry ∧ boil,ber*boi,living-concrete
ber*boo,berry ∧ book,ber*boo,living-motion
ber*bot,berry ∧ automated agent,ber*bot,living-technical
ber*bow,berry ∧ bowl,ber*bow,living-motion
ber*box,berry ∧ box,ber*box,living-motion
ber*brk,berry ∧ break,ber*brk,living-process
ber*cas,berry ∧ castle,ber*cas,living-sensory
ber*cei,berry ∧ ceiling,ber*cei,living-sensory
ber*cer,berry ∧ ceremony,ber*cer,living-social
ber*chi,berry ∧ child,ber*chi,living-social
ber*cle,berry ∧ clear,ber*cle,living-communication
ber*clm,berry ∧ climb,ber*clm,living-process
ber*cri,berry ∧ criticize,ber*cri,living-communication
ber*cru,berry ∧ cruel,ber*cru,living-social
ber*cul,berry ∧ culture,ber*cul,living-social
ber*cup,berry ∧ cup,ber*cup,living-motion
ber*cus,berry ∧ custom,ber*cus,living-social
ber*der,berry ∧ virtue,ber*der,living-ethics
